/home/pjs/anaconda3/lib/python3.9/site-packages/torchvision/transforms/transforms.py:257: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
cuda:0
GeForce GTX 1070
[16/20,7000/8406] loss: 0.005
[16/20,7200/8406] loss: 0.004
[16/20,7400/8406] loss: 0.005
[16/20,7600/8406] loss: 0.002
[16/20,7800/8406] loss: 0.004
[16/20,8000/8406] loss: 0.005
[16/20,8200/8406] loss: 0.004
[16/20,8400/8406] loss: 0.005
Accuracy: 95 %
[17/20, 200/8406] loss: 0.003
[17/20, 400/8406] loss: 0.002
[17/20, 600/8406] loss: 0.003
[17/20, 800/8406] loss: 0.003
[17/20,1000/8406] loss: 0.003
[17/20,1200/8406] loss: 0.002
[17/20,1400/8406] loss: 0.003
[17/20,1600/8406] loss: 0.003
[17/20,1800/8406] loss: 0.002
[17/20,2000/8406] loss: 0.002
[17/20,2200/8406] loss: 0.003
[17/20,2400/8406] loss: 0.006
[17/20,2600/8406] loss: 0.004
[17/20,2800/8406] loss: 0.004
[17/20,3000/8406] loss: 0.004
[17/20,3200/8406] loss: 0.004
[17/20,3400/8406] loss: 0.003
[17/20,3600/8406] loss: 0.005
[17/20,3800/8406] loss: 0.004
[17/20,4000/8406] loss: 0.003
[17/20,4200/8406] loss: 0.003
[17/20,4400/8406] loss: 0.003
[17/20,4600/8406] loss: 0.003
[17/20,4800/8406] loss: 0.003
[17/20,5000/8406] loss: 0.004
[17/20,5200/8406] loss: 0.004
[17/20,5400/8406] loss: 0.004
[17/20,5600/8406] loss: 0.004
[17/20,5800/8406] loss: 0.004
[17/20,6000/8406] loss: 0.004
[17/20,6200/8406] loss: 0.003
[17/20,6400/8406] loss: 0.003
[17/20,6600/8406] loss: 0.004
[17/20,6800/8406] loss: 0.004
[17/20,7000/8406] loss: 0.004
[17/20,7200/8406] loss: 0.003
[17/20,7400/8406] loss: 0.003
[17/20,7600/8406] loss: 0.004
[17/20,7800/8406] loss: 0.004
[17/20,8000/8406] loss: 0.004
[17/20,8200/8406] loss: 0.004
[17/20,8400/8406] loss: 0.003
Accuracy: 93 %
[18/20, 200/8406] loss: 0.002
[18/20, 400/8406] loss: 0.003
[18/20, 600/8406] loss: 0.002
[18/20, 800/8406] loss: 0.003
[18/20,1000/8406] loss: 0.002
[18/20,1200/8406] loss: 0.003
[18/20,1400/8406] loss: 0.001
[18/20,1600/8406] loss: 0.002
[18/20,1800/8406] loss: 0.002
[18/20,2000/8406] loss: 0.003
[18/20,2200/8406] loss: 0.003
[18/20,2400/8406] loss: 0.002
[18/20,2600/8406] loss: 0.002
[18/20,2800/8406] loss: 0.003
[18/20,3000/8406] loss: 0.002
[18/20,3200/8406] loss: 0.003
[18/20,3400/8406] loss: 0.004
[18/20,3600/8406] loss: 0.003
[18/20,3800/8406] loss: 0.003
[18/20,4000/8406] loss: 0.004
[18/20,4200/8406] loss: 0.004
[18/20,4400/8406] loss: 0.005
[18/20,4600/8406] loss: 0.004
[18/20,4800/8406] loss: 0.002
[18/20,5000/8406] loss: 0.004
[18/20,5200/8406] loss: 0.003
[18/20,5400/8406] loss: 0.003
[18/20,5600/8406] loss: 0.003
[18/20,5800/8406] loss: 0.002
[18/20,6000/8406] loss: 0.004
[18/20,6200/8406] loss: 0.003
[18/20,6400/8406] loss: 0.004
[18/20,6600/8406] loss: 0.004
[18/20,6800/8406] loss: 0.003
[18/20,7000/8406] loss: 0.002
[18/20,7200/8406] loss: 0.004
[18/20,7400/8406] loss: 0.003
[18/20,7600/8406] loss: 0.003
[18/20,7800/8406] loss: 0.003
[18/20,8000/8406] loss: 0.003
[18/20,8200/8406] loss: 0.004
[18/20,8400/8406] loss: 0.004
Accuracy: 97 %
[19/20, 200/8406] loss: 0.002
[19/20, 400/8406] loss: 0.001
[19/20, 600/8406] loss: 0.002
[19/20, 800/8406] loss: 0.002
[19/20,1000/8406] loss: 0.001
[19/20,1200/8406] loss: 0.001
[19/20,1400/8406] loss: 0.002
[19/20,1600/8406] loss: 0.004
[19/20,1800/8406] loss: 0.003
[19/20,2000/8406] loss: 0.002
[19/20,2200/8406] loss: 0.002
[19/20,2400/8406] loss: 0.002
[19/20,2600/8406] loss: 0.003
[19/20,2800/8406] loss: 0.004
[19/20,3000/8406] loss: 0.004
[19/20,3200/8406] loss: 0.002
[19/20,3400/8406] loss: 0.002
[19/20,3600/8406] loss: 0.002
[19/20,3800/8406] loss: 0.003
[19/20,4000/8406] loss: 0.003
[19/20,4200/8406] loss: 0.003
[19/20,4400/8406] loss: 0.004
[19/20,4600/8406] loss: 0.003
[19/20,4800/8406] loss: 0.002
[19/20,5000/8406] loss: 0.003
[19/20,5200/8406] loss: 0.003
[19/20,5400/8406] loss: 0.003
[19/20,5600/8406] loss: 0.002
[19/20,5800/8406] loss: 0.002
[19/20,6000/8406] loss: 0.002
[19/20,6200/8406] loss: 0.003
[19/20,6400/8406] loss: 0.003
[19/20,6600/8406] loss: 0.003
[19/20,6800/8406] loss: 0.005
[19/20,7000/8406] loss: 0.004
[19/20,7200/8406] loss: 0.004
[19/20,7400/8406] loss: 0.003
[19/20,7600/8406] loss: 0.005
[19/20,7800/8406] loss: 0.003
[19/20,8000/8406] loss: 0.003
[19/20,8200/8406] loss: 0.002
[19/20,8400/8406] loss: 0.002
Accuracy: 97 %
[20/20, 200/8406] loss: 0.001
[20/20, 400/8406] loss: 0.001
[20/20, 600/8406] loss: 0.002
[20/20, 800/8406] loss: 0.002
[20/20,1000/8406] loss: 0.001
[20/20,1200/8406] loss: 0.002
[20/20,1400/8406] loss: 0.003
[20/20,1600/8406] loss: 0.001
[20/20,1800/8406] loss: 0.001
[20/20,2000/8406] loss: 0.003
[20/20,2200/8406] loss: 0.003
[20/20,2400/8406] loss: 0.002
[20/20,2600/8406] loss: 0.003
[20/20,2800/8406] loss: 0.002
[20/20,3000/8406] loss: 0.002
[20/20,3200/8406] loss: 0.002
[20/20,3400/8406] loss: 0.003
[20/20,3600/8406] loss: 0.002
[20/20,3800/8406] loss: 0.002
[20/20,4000/8406] loss: 0.004
[20/20,4200/8406] loss: 0.003
[20/20,4400/8406] loss: 0.003
[20/20,4600/8406] loss: 0.001
[20/20,4800/8406] loss: 0.002
[20/20,5000/8406] loss: 0.003
[20/20,5200/8406] loss: 0.002
[20/20,5400/8406] loss: 0.002
[20/20,5600/8406] loss: 0.004
[20/20,5800/8406] loss: 0.003
[20/20,6000/8406] loss: 0.004
[20/20,6200/8406] loss: 0.003
[20/20,6400/8406] loss: 0.003
[20/20,6600/8406] loss: 0.002
[20/20,6800/8406] loss: 0.002
[20/20,7000/8406] loss: 0.002
[20/20,7200/8406] loss: 0.002
[20/20,7400/8406] loss: 0.003
[20/20,7600/8406] loss: 0.002
[20/20,7800/8406] loss: 0.003
[20/20,8000/8406] loss: 0.002
[20/20,8200/8406] loss: 0.004
[20/20,8400/8406] loss: 0.003
Accuracy: 93 %
Finished Training
Model Saved
